角色昵称,服务器名,违规次数
正**胱,熊猫酒仙,首次违规
正***者,霍格,首次违规
正***由,凤凰之神,多次违规
正***条,死亡之翼,多次违规
正***拳,红龙女王,首次违规
正***七,巴纳扎尔,首次违规
正***瓜,冰风岗,首次违规
正***丶,凤凰之神,首次违规
正****心,凤凰之神,首次违规
正****丶,白银之手,首次违规
整**炉,龙骨平原,多次违规
拯**友,主宰之剑,多次违规
拯***心,死亡熔炉,多次违规
拯***丶,死亡熔炉,首次违规
拯****女,格瑞姆巴托,首次违规
拯****女,格瑞姆巴托,首次违规
拯****女,洛肯,多次违规
拯****孩,安苏,多次违规
睜*瞎,萨菲隆,多次违规
蒸*锈,克尔苏加德,多次违规
蒸*器,埃德萨拉,首次违规
蒸*男,罗宁,多次违规
蒸**雀,布兰卡德,多次违规
蒸**鸡,无尽之海,首次违规
蒸***饼,阿纳克洛斯,首次违规
蒸****骨,格瑞姆巴托,多次违规
筝**舞,安苏,首次违规
铮*丶,亡语者,多次违规
征*丶,伊森利恩,多次违规
征***耿,凤凰之神,首次违规
争*梦,埃霍恩,首次违规
争**拾,格瑞姆巴托,首次违规
震*削,冰风岗,首次违规
震*憾,白银之手,首次违规
震*波,奥特兰克,首次违规
振*臂,黑铁,多次违规
振**石,无尽之海,首次违规
振***咕,冰风岗,首次违规
振****长,末日行者,首次违规
阵****单,白银之手,首次违规
枕*木,凤凰之神,首次违规
枕**寒,白银之手,首次违规
枕****山,格瑞姆巴托,首次违规
臻*臻,主宰之剑,多次违规
榛***冲,燃烧之刃,首次违规
甄*姬,白银之手,首次违规
甄*炳,血色十字军,多次违规
甄**水,米奈希尔,首次违规
甄**菜,伊森利恩,首次违规
甄***菜,国王之谷,首次违规
祯*珍,白银之手,首次违规
真*真,血色十字军,多次违规
真*呀,影之哀伤,首次违规
真*理,埃德萨拉,多次违规
真*酱,斩魔者,多次违规
真*红,凤凰之神,多次违规
真*百,白银之手,多次违规
真**阳,罗宁,首次违规
真**秀,死亡之翼,多次违规
真**香,夏维安,首次违规
真**士,丽丽（四川）,首次违规
真**刃,奥尔加隆,首次违规
真**吧,影之哀伤,首次违规
真***揍,血色十字军,首次违规
真***油,黑暗虚空,首次违规
真***态,万色星辰,多次违规
真***难,白银之手,首次违规
真***猫,白银之手,首次违规
真***龍,埃德萨拉,首次违规
真***龙,影之哀伤,首次违规
真***戒,凤凰之神,首次违规
真***击,白银之手,首次违规
真***魂,凤凰之神,首次违规
真***复,白银之手,首次违规
真***风,莱索恩,首次违规
真***法,红龙军团,首次违规
真***法,白银之手,多次违规
真***盾,寒冰皇冠,首次违规
真***丶,死亡之翼,多次违规
真***班,凤凰之神,首次违规
真***啊,安苏,首次违规
真***啊,迦拉克隆,多次违规
真****弦,伊森利恩,首次违规
真****内,夏维安,首次违规
真****吗,白银之手,首次违规
真****龙,白银之手,首次违规
真****根,格瑞姆巴托,首次违规
真****儿,主宰之剑,首次违规
珍*宇,迦拉克隆,首次违规
珍*且,死亡之翼,多次违规
珍*丶,阿克蒙德,多次违规
珍**沙,安苏,首次违规
珍**茶,凤凰之神,多次违规
珍***烟,米奈希尔,首次违规
珍***静,黑铁,首次违规
珍***劲,国王之谷,多次违规
珍****子,格瑞姆巴托,首次违规
珍****瑾,白银之手,首次违规
珍****酱,燃烧之刃,首次违规
珍****朵,霜之哀伤,首次违规
贞****克,主宰之剑,首次违规
鹧*天,寒冰皇冠,首次违规
鹧*哨,安苏,首次违规
浙***师,燃烧之刃,首次违规
这**子,暗影议会,首次违规
这**贼,白银之手,多次违规
这**要,主宰之剑,首次违规
这**限,诺兹多姆,首次违规
这**了,伊森利恩,首次违规
这**辣,罗宁,多次违规
这**毒,死亡之翼,首次违规
这***羊,燃烧之刃,首次违规
这***鸭,死亡之翼,首次违规
这***天,托塞德林,首次违规
这***僧,白银之手,多次违规
这***融,凤凰之神,首次违规
这***人,白银之手,多次违规
这***强,古尔丹,首次违规
这***强,燃烧之刃,首次违规
这***骑,海克泰尔,首次违规
这***满,白银之手,多次违规
这***吗,安苏,首次违规
这***了,影之哀伤,多次违规
这***坑,白银之手,多次违规
这***凯,凤凰之神,多次违规
这***好,主宰之剑,多次违规
这***毒,海克泰尔,首次违规
这***的,迅捷微风,首次违规
这***德,白银之手,多次违规
这***办,白银之手,多次违规
这***啊,伊森利恩,首次违规
这***啊,死亡之翼,首次违规
这****纸,死亡之翼,多次违规
这****业,克尔苏加德,首次违规
这****心,死亡之翼,多次违规
这****斯,白银之手,多次违规
这****斯,无尽之海,多次违规
这****妹,安苏,首次违规
这****吗,伊森利恩,首次违规
这****了,伊森利恩,首次违规
这****了,血色十字军,首次违规
这****了,死亡之翼,多次违规
这****空,凤凰之神,首次违规
这****觉,狂热之刃,多次违规
这****尔,翡翠梦境,多次违规
这****丶,格瑞姆巴托,首次违规
这****丶,回音山,首次违规
这****丶,燃烧之刃,多次违规
这****的,血色十字军,首次违规
这****吃,伊森利恩,首次违规
哲*爺,埃德萨拉,多次违规
哲**双,破碎岭,首次违规
哲**么,国王之谷,首次违规
折*扇,翡翠梦境,首次违规
折*龙,伊森利恩,多次违规
折*釒,石锤,首次违规
折*戟,加基森,首次违规
折*电,伊森利恩,多次违规
折**始,死亡之翼,首次违规
折**生,白银之手,多次违规
折**然,燃烧之刃,多次违规
折**关,安苏,首次违规
折***光,巨龙之吼,首次违规
折****西,暗影之月,首次违规
折****旧,格瑞姆巴托,首次违规
折****别,无尽之海,首次违规
遮**日,诺兹多姆,首次违规
趙*子,永恒之井,首次违规
趙*極,迅捷微风,首次违规
赵*忠,伊森利恩,首次违规
赵*延,燃烧之刃,多次违规
赵*喜,死亡之翼,多次违规
赵*雀,金色平原,首次违规
赵*龍,伊森利恩,首次违规
赵*龙,冰风岗,首次违规
赵*孩,格瑞姆巴托,首次违规
赵*超,伊森利恩,首次违规
赵*丷,回音山,多次违规
赵*哀,死亡之翼,首次违规
赵**语,格瑞姆巴托,多次违规
赵**胖,白银之手,首次违规
赵**丶,燃烧之刃,首次违规
赵**丶,冬泉谷,多次违规
赵**丶,伊森利恩,多次违规
赵****牙,罗宁,首次违规
赵****王,埃加洛尔,首次违规
沼**潭,凤凰之神,首次违规
找**月,冰风岗,多次违规
找***猫,死亡之翼,多次违规
找***都,冰风岗,首次违规
找****题,凤凰之神,首次违规
找****说,燃烧之刃,多次违规
找****丶,燃烧之刃,首次违规
爪*灬,凤凰之神,多次违规
爪**可,罗宁,多次违规
昭*心,白银之手,首次违规
昭***引,罗宁,首次违规
昭***使,布兰卡德,多次违规
招*灾,罗宁,首次违规
招**圆,凤凰之神,首次违规
招**员,伊森利恩,首次违规
招**狗,翡翠梦境,首次违规
招**丶,熊猫酒仙,首次违规
招**宝,死亡之翼,多次违规
招***哟,永恒之井,首次违规
招***了,地狱之石,多次违规
招****蛋,迅捷微风,多次违规
仗*丶,洛萨,多次违规
掌***洁,影之哀伤,首次违规
掌***儿,白银之手,首次违规
掌***丶,布兰卡德,多次违规
涨***猫,燃烧之刃,首次违规
长*柳,国王之谷,首次违规
长*坤,罗宁,首次违规
长*君,主宰之剑,首次违规
长*祭,燃烧之刃,首次违规
长*灬,燃烧之刃,多次违规
长*欢,血色十字军,首次违规
长*丶,凤凰之神,首次违规
长*丶,死亡之翼,多次违规
长**袖,冰风岗,首次违规
长**下,白银之手,首次违规
长**希,血色十字军,首次违规
长**希,蜘蛛王国,首次违规
长**丨,熊猫酒仙,多次违规
长**世,黑暗之矛,多次违规
长**空,死亡之翼,首次违规
长**迹,森金,首次违规
长**痕,凤凰之神,首次违规
长**號,白银之手,首次违规
长**歌,海克泰尔,首次违规
长**风,白银之手,首次违规
长**丶,霜之哀伤,首次违规
长***子,凤凰之神,首次违规
长***晏,无尽之海,多次违规
长***迅,无尽之海,首次违规
长***帅,凯恩血蹄,首次违规
长***衰,格瑞姆巴托,多次违规
长***男,伊森利恩,首次违规
长***龍,黑铁,首次违规
长***里,凤凰之神,多次违规
长***丶,霜之哀伤,首次违规
长***灯,影之哀伤,首次违规
长***丹,燃烧之刃,首次违规
长***错,能源舰,首次违规
长***爱,燃烧之刃,首次违规
长****去,死亡之翼,首次违规
长****玖,玛洛加尔,多次违规
长****岗,主宰之剑,首次违规
蟑**霸,屠魔山谷,多次违规
蟑***灬,血色十字军,首次违规
張*軒,凤凰之神,首次违规
張*官,凤凰之神,多次违规
張*丶,格瑞姆巴托,首次违规
張**丶,白银之手,首次违规
章*仔,白银之手,多次违规
章*鱼,塞拉摩,多次违规
章**丶,地狱之石,首次违规
张*总,格瑞姆巴托,首次违规
张*约,回音山,多次违规
张*圆,伊森利恩,首次违规
张*颖,布兰卡德,多次违规
张*衍,黑翼之巢,首次违规
张*妍,死亡之翼,首次违规
张*言,月光林地,首次违规
张*雅,黑龙军团,首次违规
张*轩,伊森利恩,首次违规
张*维,克尔苏加德,多次违规
张*摊,血色十字军,多次违规
张*爽,凤凰之神,首次违规
张*忍,主宰之剑,多次违规
张*强,血色十字军,首次违规
张*柒,死亡之翼,首次违规
张*屁,死亡之翼,多次违规
张*民,白银之手,首次违规
张*毛,安苏,首次违规
张*窿,克尔苏加德,首次违规
张*龙,埃德萨拉,首次违规
张*林,黑铁,首次违规
张*澜,霜狼,首次违规
张*澜,霜狼,首次违规
张*澜,霜狼,首次违规
张*赖,国王之谷,多次违规
张*见,死亡之翼,首次违规
张*飞,世界之树,多次违规
张*冬,罗宁,首次违规
张*丶,贫瘠之地,首次违规
张*敌,凤凰之神,多次违规
张*聪,罗宁,多次违规
张*晨,凤凰之神,多次违规
张*财,白银之手,多次违规
张*布,凤凰之神,首次违规
张**爷,血吼,首次违规
张**丨,死亡之翼,首次违规
张**乜,影之哀伤,多次违规
张**灬,死亡之翼,首次违规
张**哥,凤凰之神,首次违规
张**丶,主宰之剑,首次违规
张**丶,无尽之海,首次违规
张**丶,安苏,首次违规
张**丶,燃烧之刃,多次违规
张***猩,玛里苟斯,首次违规
张***啦,凤凰之神,首次违规
张****子,贫瘠之地,首次违规
张****酒,冰风岗,首次违规
戰*云,主宰之剑,多次违规
戰*役,埃德萨拉,首次违规
戰*神,鬼雾峰,首次违规
戰*傷,白银之手,首次违规
戰*刄,伊森利恩,首次违规
戰*刃,无尽之海,多次违规
戰*撸,海克泰尔,首次违规
戰*力,无尽之海,首次违规
戰*煌,麦迪文,首次违规
戰**双,燃烧之刃,首次违规
戰**排,安苏,首次违规
戰**唻,死亡之翼,首次违规
戰**决,伊森利恩,首次违规
戰**烬,死亡之翼,首次违规
戰**豆,死亡之翼,首次违规
戰***神,影之哀伤,首次违规
戰***炮,破碎岭,多次违规
戰****芮,死亡之翼,首次违规
戦*住,熊猫酒仙,首次违规
戦*瓏,托塞德林,多次违规
戦*丶,格瑞姆巴托,首次违规
戦**猪,安苏,首次违规
湛**硬,燃烧之刃,首次违规
湛***丘,燃烧之刃,多次违规
绽****菊,凤凰之神,首次违规
站***人,白银之手,首次违规
站***人,死亡之翼,首次违规
站***面,迦拉克隆,多次违规
站***兰,回音山,首次违规
站***灬,黑铁,首次违规
站****树,燃烧之刃,多次违规
战*爺,凤凰之神,首次违规
战*涯,无尽之海,首次违规
战*我,加基森,多次违规
战*兔,白银之手,首次违规
战*天,火烟之谷,首次违规
战*特,丽丽（四川）,首次违规
战*雙,龙骨平原,首次违规
战*士,安纳塞隆,多次违规
战*殇,燃烧之刃,多次违规
战*萌,凤凰之神,多次违规
战*龙,布兰卡德,首次违规
战*厉,无尽之海,首次违规
战*鸡,洛萨,首次违规
战*凰,燃烧之刃,首次违规
战*豆,守护之剑,首次违规
战*道,主宰之剑,首次违规
战*猝,影之哀伤,首次违规
战*饱,白银之手,首次违规
战**浴,迅捷微风,首次违规
战**哮,激流堡,首次违规
战**西,死亡之翼,首次违规
战**窝,影之哀伤,首次违规
战**神,凤凰之神,多次违规
战**殇,影之哀伤,首次违规
战**钱,燃烧之刃,首次违规
战**排,阿尔萨斯,首次违规
战**经,奥特兰克,首次违规
战**尽,死亡之翼,首次违规
战**豆,安苏,首次违规
战**唇,伊森利恩,首次违规
战**暴,伊森利恩,首次违规
战**霸,死亡之翼,多次违规
战***佑,藏宝海湾,首次违规
战***线,塞拉摩,多次违规
战***痛,死亡之翼,多次违规
战***斯,凤凰之神,首次违规
战***斯,伊森利恩,多次违规
战***丨,死亡之翼,多次违规
战***兽,主宰之剑,首次违规
战***仕,凤凰之神,首次违规
战***胜,白银之手,首次违规
战***神,血色十字军,多次违规
战***起,霜之哀伤,首次违规
战***卷,熊猫酒仙,多次违规
战***灬,无尽之海,首次违规
战***贰,冰风岗,首次违规
战***丶,埃德萨拉,首次违规
战***冰,影之哀伤,首次违规
战***吧,格瑞姆巴托,多次违规
战****远,凤凰之神,首次违规
战****仪,伊森利恩,首次违规
战****秀,燃烧之刃,多次违规
战****双,伊森利恩,首次违规
战****器,白银之手,首次违规
战****姆,主宰之剑,首次违规
战****酒,血色十字军,首次违规
战****鸡,伊森利恩,首次违规
战****丶,燃烧平原,首次违规
战****步,格瑞姆巴托,多次违规
战****把,死亡之翼,首次违规
战****安,国王之谷,首次违规
战****安,格瑞姆巴托,首次违规
占*骑,霜之哀伤,多次违规
斬*魂,洛丹伦,首次违规
斬*丶,伊森利恩,多次违规
斬***糖,罗宁,首次违规
盏*愁,红龙军团,首次违规
盏**酒,伊森利恩,首次违规
斩*战,布兰卡德,首次违规
斩*月,石锤,首次违规
斩*阳,克尔苏加德,首次违规
斩*殺,凤凰之神,首次违规
斩*冥,安苏,首次违规
斩*鲸,伊森利恩,首次违规
斩*劫,白银之手,首次违规
斩*戈,冬泉谷,首次违规
斩*丶,死亡之翼,首次违规
斩*丶,白银之手,首次违规
斩**夜,凤凰之神,多次违规
斩**思,冰霜之刃,首次违规
斩**诫,冰风岗,多次违规
斩**戒,燃烧之刃,多次违规
斩**劫,燃烧之刃,多次违规
斩***头,无尽之海,首次违规
斩***兽,暗影之月,首次违规
斩****流,死亡之翼,首次违规
詹*步,巨龙之吼,多次违规
詹***槌,恶魔之魂,首次违规
詹****赢,燃烧之刃,多次违规
粘***崽,死亡之翼,多次违规
宅*眠,白银之手,首次违规
宅**男,暗影议会,首次违规
摘*煋,凤凰之神,首次违规
摘*晨,凤凰之神,首次违规
摘**渺,无尽之海,首次违规
摘***耍,末日行者,首次违规
摘****你,伊森利恩,首次违规
斋**奶,血色十字军,首次违规
榨*了,安苏,首次违规
榨**丝,格雷迈恩,首次违规
榨**丝,布兰卡德,首次违规
炸*术,冰风岗,首次违规
炸**我,罗宁,多次违规
炸**条,奥尔加隆,多次违规
炸***咯,布兰卡德,首次违规
炸****咪,白银之手,首次违规
炸****度,布兰卡德,首次违规
炸****霸,世界之树,多次违规
札**梵,血色十字军,多次违规
渣*喵,伊森利恩,多次违规
渣*哥,埃德萨拉,多次违规
渣**号,外域,首次违规
渣**法,迦拉克隆,首次违规
渣**德,燃烧之刃,首次违规
渣***头,安苏,首次违规
渣****烟,血色十字军,首次违规
喳*开,安苏,首次违规
喳***渣,海克泰尔,首次违规
喳****崽,冰风岗,首次违规
扎*夏,主宰之剑,首次违规
扎*飛,燃烧之刃,多次违规
扎**克,血色十字军,首次违规
扎**岗,格瑞姆巴托,首次违规
扎**夫,格瑞姆巴托,多次违规
扎***勒,血色十字军,首次违规
憎*恨,布兰卡德,多次违规
增*萨,加基森,首次违规
